customer_id,product_category,product_price,quantity,total_purchase_amount,payment_method,customer_age,returns,customer_name,age,gender,churn,date_of_purchase,time_of_purchase
13502,Books,499,4,863,Credit Card,26,1.0,Luis Carroll,26,Female,1,2020-04-17,12:20:06
32896,Clothing,314,2,476,Credit Card,39,0.0,Luis Carter,39,Female,1,2022-08-31,21:42:57
32490,Clothing,151,2,5299,PayPal,67,1.0,Luis Larsen,67,Male,1,2023-05-05,03:05:26
8645,Books,180,1,1921,PayPal,32,0.0,Luis Singh,32,Female,1,2021-05-25,01:30:52
2692,Books,286,3,3672,Credit Card,22,1.0,Luis Wilcox,22,Male,1,2020-09-28,20:24:35
21281,Home,306,5,3507,PayPal,49,0.0,Luis Wilson,49,Female,1,2022-09-16,05:47:21
41861,Home,333,3,2612,Credit Card,35,0.0,Lydia Mendoza,35,Male,1,2021-05-08,22:27:32
12481,Electronics,55,1,3410,PayPal,20,1.0,Lynn Jackson,20,Male,1,2020-02-10,22:15:24
48210,Electronics,91,3,3359,PayPal,38,1.0,Lynn Riley,38,Male,1,2023-06-18,15:38:36
42007,Books,382,3,2859,PayPal,51,0.0,Mackenzie Harris,51,Male,1,2021-08-17,06:59:01
44050,Electronics,59,3,1042,Cash,37,0.0,Mackenzie King,37,Female,1,2022-09-17,03:09:42
42138,Electronics,215,2,2828,Cash,57,1.0,Mackenzie Valentine,57,Female,1,2022-11-23,17:07:47
3770,Books,402,5,503,Credit Card,61,1.0,Madeline Serrano,61,Male,1,2020-05-24,19:30:52
10843,Books,71,4,1844,Credit Card,35,1.0,Madison Butler,35,Female,1,2021-07-27,14:48:17
19158,Books,174,5,829,Cash,25,1.0,Madison Gonzalez,25,Male,1,2022-01-11,23:43:13
23210,Clothing,349,4,1722,PayPal,42,1.0,Madison Lee,42,Male,1,2020-10-08,16:40:02
16864,Electronics,40,3,4190,Credit Card,63,1.0,Madison Lewis,63,Female,1,2020-01-04,13:44:08
23261,Home,339,4,3928,Credit Card,50,0.0,Madison Martinez,50,Female,1,2020-01-31,14:37:38
38974,Books,263,1,361,Credit Card,27,1.0,Madison Moore,27,Male,1,2020-05-15,23:11:34
15390,Books,371,4,2940,Credit Card,64,0.0,Madison Oconnor,64,Male,1,2020-09-19,14:09:57
8814,Books,179,2,1301,PayPal,28,1.0,Madison Rich,28,Male,1,2023-05-03,14:14:14
48890,Books,435,4,2717,Credit Card,29,0.0,Madison Walter,29,Male,1,2022-04-06,16:59:48
29587,Home,214,4,531,Credit Card,40,1.0,Malik Norris,40,Male,1,2023-01-03,21:06:40
13044,Books,54,2,2826,Crypto,69,0.0,Mallory Stewart,69,Male,1,2023-08-12,20:09:22
1436,Home,228,5,1620,Credit Card,66,1.0,Mandy Jimenez,66,Female,1,2023-04-15,08:53:45
36232,Clothing,190,4,2423,Credit Card,56,0.0,Mandy Williams,56,Male,1,2021-02-24,18:06:25
4935,Books,268,4,4998,Credit Card,22,1.0,Manuel Adams,22,Male,1,2023-04-03,21:12:48
38369,Clothing,458,4,4887,Cash,59,1.0,Manuel Boyd,59,Female,1,2022-08-16,20:07:36
12912,Clothing,422,5,2878,PayPal,69,0.0,Manuel Carney,69,Male,1,2021-03-02,13:59:40
48909,Clothing,326,4,641,Cash,38,1.0,Manuel Chambers,38,Female,1,2020-06-12,02:14:04
37023,Clothing,66,3,1390,PayPal,63,0.0,Manuel Colon,63,Female,1,2022-12-03,11:15:47
15796,Books,262,1,2038,Credit Card,56,1.0,Manuel Cruz,56,Male,1,2022-11-27,19:49:40
9100,Home,256,3,1321,Cash,26,1.0,Manuel Long,26,Female,1,2023-04-09,09:03:22
43765,Electronics,236,2,2211,Credit Card,39,1.0,Manuel Singh,39,Male,1,2022-06-13,06:25:11
42325,Books,275,4,1564,Credit Card,60,1.0,Manuel Walker,60,Male,1,2022-10-16,04:33:53
41674,Books,375,1,2594,PayPal,65,0.0,Manuel Warren,65,Male,1,2023-05-06,22:42:26
6934,Books,158,2,538,Crypto,55,1.0,Marc Anderson,55,Female,1,2021-02-07,23:21:29
10624,Books,320,2,4367,Credit Card,28,0.0,Marc Bradford,28,Female,1,2022-04-26,19:36:14
6173,Books,288,1,1113,Crypto,50,0.0,Marc Carter,50,Male,1,2023-07-08,23:15:06
5419,Clothing,189,5,2495,PayPal,47,0.0,Marcia Martinez,47,Male,1,2022-09-12,00:40:04
15200,Clothing,463,1,1481,Credit Card,42,0.0,Marco Anderson,42,Female,1,2020-06-21,01:16:29
38326,Clothing,143,5,2141,Cash,52,1.0,Marco Arroyo,52,Female,1,2021-11-02,15:26:26
193,Electronics,320,2,935,Credit Card,68,0.0,Marco Perez,68,Male,1,2022-09-20,21:41:19
20195,Home,490,2,5103,PayPal,60,1.0,Marc Thomas,60,Female,1,2022-11-23,17:36:09
3803,Books,350,2,1974,PayPal,36,0.0,Marcus Carrillo,36,Male,1,2022-03-10,13:04:45
29681,Books,11,3,2054,Credit Card,58,1.0,Marcus Dixon MD,58,Female,1,2023-03-07,03:22:55
9836,Clothing,127,2,4748,Credit Card,59,0.0,Marcus Elliott,59,Female,1,2021-10-10,21:00:40
27650,Electronics,229,5,3101,PayPal,48,1.0,Marcus Flores,48,Male,1,2020-09-17,06:21:58
32359,Electronics,349,1,627,PayPal,52,0.0,Marcus Gamble,52,Male,1,2022-11-14,18:52:48
46112,Home,417,2,4312,PayPal,30,0.0,Marcus Haynes,30,Male,1,2020-09-19,22:59:07
21509,Books,293,2,734,Cash,66,1.0,Marcus Hunt,66,Male,1,2023-04-11,02:59:16
19113,Home,232,5,3539,Credit Card,50,0.0,Marcus Lyons,50,Male,1,2021-06-11,01:50:12
29034,Electronics,14,1,4990,Credit Card,37,1.0,Marcus Pearson,37,Female,1,2020-12-01,19:55:16
151,Books,408,5,1632,PayPal,28,0.0,Marcus Price,28,Female,1,2022-05-09,21:36:03
22374,Clothing,335,2,2803,PayPal,39,1.0,Marcus Rivers,39,Male,1,2023-08-08,08:43:59
17868,Books,260,2,4481,Credit Card,29,1.0,Marcus Trevino III,29,Male,1,2022-06-29,10:42:01
15976,Clothing,58,2,543,Cash,37,0.0,Marc Wong,37,Male,1,2021-07-18,08:49:58
12766,Books,165,4,2210,PayPal,51,1.0,Margaret Campbell,51,Male,1,2021-02-25,02:00:29
43817,Clothing,82,4,3731,Credit Card,53,1.0,Margaret Curry,53,Male,1,2021-03-04,03:38:07
47596,Books,313,2,4953,Credit Card,66,1.0,Margaret Day,66,Female,1,2020-03-11,10:56:51
19258,Home,119,5,4221,Credit Card,58,0.0,Margaret Dixon,58,Male,1,2020-09-19,13:45:48
18982,Clothing,352,5,1893,Cash,56,0.0,Margaret Gonzalez,56,Female,1,2023-02-10,17:56:23
29744,Electronics,232,5,3832,PayPal,47,1.0,Margaret Perez,47,Female,1,2022-02-12,00:34:58
15468,Clothing,34,5,3908,Cash,21,1.0,Maria Benson,21,Female,1,2021-10-21,04:47:56
40478,Books,317,3,3697,Credit Card,54,1.0,Maria Brown,54,Female,1,2021-07-01,10:13:41
31367,Clothing,374,3,1420,PayPal,52,0.0,Maria Collins,52,Female,1,2023-06-20,09:15:21
19943,Home,316,2,2199,Credit Card,69,1.0,Maria English,69,Male,1,2021-10-20,15:16:25
29279,Electronics,270,2,3620,PayPal,56,0.0,Maria Gross,56,Male,1,2022-07-24,07:23:45
2216,Electronics,285,2,435,PayPal,51,0.0,Maria Hansen,51,Female,1,2023-04-07,22:06:52
4963,Clothing,467,4,1233,Credit Card,69,1.0,Mariah Barr,69,Female,1,2022-09-10,11:37:21
14117,Home,233,4,2853,Credit Card,34,0.0,Maria Hendricks,34,Male,1,2021-07-20,19:15:51
17097,Clothing,287,1,3465,PayPal,19,0.0,Mariah Harper,19,Male,1,2021-05-20,02:40:45
38871,Books,360,1,3836,Crypto,35,0.0,Mariah Miller,35,Male,1,2021-02-14,00:50:17
47972,Clothing,266,2,439,Credit Card,44,0.0,Maria Hogan,44,Female,1,2021-02-05,14:12:05
2420,Clothing,283,4,2879,PayPal,62,0.0,Mariah Rodriguez,62,Male,1,2021-05-19,17:35:35
24170,Home,270,5,3802,PayPal,39,1.0,Mariah Washington,39,Male,1,2022-03-17,13:38:52
13943,Electronics,361,5,4110,Credit Card,69,0.0,Maria Jefferson,69,Male,1,2022-12-16,14:41:11
16046,Clothing,90,2,4527,Cash,37,0.0,Maria Koch,37,Male,1,2023-06-02,05:00:31
26576,Home,449,5,1018,Credit Card,52,0.0,Maria Lindsey,52,Female,1,2023-06-09,02:48:48
15123,Clothing,451,1,3082,Credit Card,41,0.0,Maria Lucas,41,Male,1,2021-12-25,07:08:14
45946,Home,254,2,1899,Credit Card,50,1.0,Maria Poole,50,Female,1,2022-11-06,04:53:36
11415,Electronics,297,3,3508,Credit Card,23,1.0,Maria Reyes,23,Male,1,2020-02-24,12:32:23
28051,Clothing,439,4,1503,Credit Card,32,1.0,Maria Robinson,32,Female,1,2021-01-05,10:49:38
21314,Books,107,1,1749,Credit Card,52,0.0,Maria Schneider,52,Male,1,2020-05-10,19:54:26
1502,Books,320,3,3654,Cash,18,1.0,Maria Silva,18,Male,1,2023-08-21,16:51:54
33705,Home,198,5,579,PayPal,23,1.0,Maria Smith,23,Male,1,2021-04-25,04:05:18
13403,Books,188,1,4508,Crypto,24,1.0,Maria Williams,24,Female,1,2021-08-11,08:05:08
21710,Electronics,269,4,4154,Credit Card,66,1.0,Maria Wolf,66,Male,1,2020-12-26,13:51:39
35211,Clothing,150,2,5017,Credit Card,28,1.0,Maria York,28,Female,1,2021-10-04,16:29:58
42893,Home,11,4,1665,PayPal,25,0.0,Marie Brown,25,Female,1,2022-01-23,02:22:09
49339,Clothing,107,5,1409,Credit Card,29,0.0,Marie Miller,29,Female,1,2020-06-06,16:48:40
45313,Books,498,2,5064,PayPal,67,1.0,Marie Young,67,Female,1,2023-03-15,02:42:21
11507,Books,189,4,1194,Cash,67,1.0,Marilyn Ramirez,67,Female,1,2021-08-07,11:56:51
18509,Books,335,5,2555,Cash,25,1.0,Mario Gaines,25,Female,1,2022-04-11,13:43:04
17788,Books,102,4,2064,Cash,57,0.0,Mario Gutierrez,57,Female,1,2020-03-08,02:56:02
28529,Electronics,148,1,2789,PayPal,41,1.0,Mario Nicholson,41,Female,1,2022-05-06,15:09:32
36112,Clothing,252,1,1734,Cash,60,0.0,Mario Santos,60,Female,1,2023-08-06,02:28:54
32093,Home,247,4,2600,PayPal,26,1.0,Mario Smith,26,Female,1,2023-01-12,14:33:10
41019,Home,478,5,1111,Credit Card,21,1.0,Marisa Kelly,21,Female,1,2023-09-06,20:31:15
27008,Electronics,407,5,1158,PayPal,53,0.0,Marissa Hooper,53,Male,1,2021-10-11,12:57:10
36841,Books,286,5,2043,PayPal,46,1.0,Marissa Shepherd,46,Male,1,2021-05-09,19:00:47
36475,Electronics,176,4,1999,Cash,52,0.0,Mark Bates,52,Female,1,2022-01-28,18:34:24
8199,Books,174,3,1686,Credit Card,48,0.0,Mark Becker,48,Male,1,2022-04-06,06:15:29
1899,Clothing,420,3,952,PayPal,44,0.0,Mark Browning,44,Female,1,2020-03-01,07:45:47
27865,Clothing,368,1,3450,Credit Card,42,1.0,Mark Campbell,42,Male,1,2020-06-14,08:13:05
47340,Electronics,466,5,993,Cash,39,1.0,Mark Carlson,39,Female,1,2021-05-28,15:34:20
37793,Home,131,1,4723,Credit Card,20,1.0,Mark Castillo,20,Male,1,2020-09-25,00:09:28
40513,Books,239,3,4542,Credit Card,63,0.0,Mark Foley,63,Male,1,2021-01-30,01:53:14
46924,Books,276,5,3688,Cash,37,0.0,Mark Green,37,Female,1,2022-10-17,16:01:38
9179,Clothing,259,3,1541,Credit Card,64,0.0,Mark Hale,64,Female,1,2022-10-28,22:22:46
20511,Clothing,460,3,3895,Cash,60,0.0,Mark Hamilton,60,Male,1,2020-11-18,07:40:39
6958,Clothing,251,2,4890,Cash,46,0.0,Mark Horton,46,Male,1,2020-09-16,20:02:32
34430,Clothing,231,4,4965,Credit Card,60,0.0,Mark Kennedy,60,Female,1,2022-04-08,00:10:43
45875,Clothing,471,4,386,Cash,61,0.0,Mark Lopez,61,Male,1,2021-04-18,20:56:39
29524,Clothing,396,3,735,PayPal,51,0.0,Mark Mason,51,Female,1,2021-02-01,09:05:18
40815,Clothing,80,5,4716,Credit Card,41,1.0,Mark Moody,41,Male,1,2022-11-17,00:30:41
40517,Home,198,4,2643,Cash,29,1.0,Mark Morris,29,Male,1,2020-06-29,03:21:33
45773,Home,21,5,631,PayPal,56,0.0,Mark Nguyen,56,Female,1,2022-04-14,21:55:48
7477,Electronics,177,3,2708,Cash,60,1.0,Mark Oconnell,60,Female,1,2020-08-22,02:49:13
34176,Clothing,151,1,608,Credit Card,22,0.0,Mark Ortiz,22,Male,1,2022-11-17,03:26:15
26475,Clothing,307,2,2515,Cash,34,0.0,Mark Phillips,34,Male,1,2022-10-14,23:37:07
4173,Clothing,449,5,2407,PayPal,62,0.0,Mark Pugh,62,Male,1,2021-10-05,03:55:32
23786,Books,396,2,1479,Cash,34,0.0,Mark Ramos,34,Female,1,2022-04-19,13:36:14
28854,Electronics,70,1,492,Credit Card,50,0.0,Mark Reed,50,Female,1,2020-01-03,12:25:54
33357,Home,38,2,1594,PayPal,55,0.0,Mark Richards,55,Male,1,2020-07-16,09:00:48
34493,Home,257,1,1271,Credit Card,23,1.0,Mark Schwartz,23,Male,1,2023-06-14,20:42:41
726,Home,209,1,636,PayPal,29,0.0,Mark Shah,29,Male,1,2023-05-26,09:00:08
16893,Home,136,4,367,Cash,20,0.0,Mark Tucker,20,Male,1,2021-07-13,04:13:37
49937,Home,160,4,2581,Cash,65,0.0,Mark Valdez,65,Male,1,2021-03-23,18:43:50
20573,Books,19,1,2147,PayPal,28,0.0,Mark Warren,28,Female,1,2021-01-29,07:40:43
35987,Clothing,26,5,5133,Cash,46,1.0,Mark Welch,46,Female,1,2020-04-23,22:37:14
45733,Books,45,4,2927,Credit Card,25,1.0,Mark White,25,Female,1,2022-04-23,15:38:01
36195,Home,185,1,259,Crypto,38,1.0,Mark Wolfe,38,Female,1,2022-10-01,04:03:14
42041,Clothing,195,3,2106,PayPal,30,0.0,Mark Wong,30,Male,1,2020-05-10,21:34:58
37985,Clothing,141,2,2313,Cash,25,0.0,Mark Zavala,25,Male,1,2021-08-25,03:46:33
31158,Electronics,487,3,4406,Cash,22,0.0,Martha Bailey,22,Male,1,2022-12-19,03:45:37
28283,Home,98,1,4356,Cash,68,0.0,Martha Gonzalez,68,Female,1,2021-01-02,09:17:23
31146,Home,500,1,2162,Crypto,56,0.0,Martha Rodriguez,56,Female,1,2023-05-02,11:25:38
13558,Home,132,1,3692,Cash,31,0.0,Martha Schwartz,31,Female,1,2022-05-15,06:49:38
46544,Clothing,75,1,3406,Credit Card,54,1.0,Martha Wade,54,Female,1,2020-07-18,01:54:14
23199,Books,76,1,2245,Cash,23,0.0,Martin Hill,23,Male,1,2021-02-08,19:41:55
33739,Clothing,474,5,3673,Cash,22,1.0,Martin Johnson,22,Female,1,2020-01-27,08:30:36
10604,Clothing,100,5,2790,Cash,41,1.0,Martin Jones,41,Male,1,2022-12-17,13:43:10
13174,Home,426,1,4127,PayPal,58,1.0,Martin Lyons,58,Male,1,2021-10-09,22:01:13
34684,Electronics,365,3,4433,Credit Card,64,1.0,Martin Mcgrath,64,Male,1,2020-07-31,07:07:48
20103,Home,96,2,2270,Credit Card,18,0.0,Martin Miller,18,Female,1,2020-06-05,07:07:36
16304,Clothing,362,1,2809,Credit Card,48,1.0,Martin Morton,48,Male,1,2022-07-24,08:22:42
11591,Electronics,413,3,1370,PayPal,56,0.0,Martin Solomon,56,Female,1,2023-09-03,20:45:06
5518,Clothing,407,1,1674,Credit Card,69,0.0,Martin Vaughn Jr.,69,Female,1,2023-03-04,23:49:39
935,Clothing,399,5,5055,Credit Card,49,0.0,Marvin Byrd,49,Male,1,2022-12-04,18:08:00
15771,Books,198,3,1541,PayPal,37,1.0,Marvin Mitchell DDS,37,Female,1,2020-09-30,01:10:26
19585,Books,11,2,364,PayPal,18,0.0,Mary Blankenship,18,Male,1,2023-02-03,02:48:08
4869,Books,127,3,766,Credit Card,61,1.0,Mary Briggs,61,Male,1,2023-05-26,14:42:08
4656,Books,429,2,3933,Credit Card,65,1.0,Mary Brown,65,Female,1,2021-11-13,13:39:27
18344,Electronics,265,5,2320,PayPal,18,1.0,Mary Caldwell,18,Female,1,2023-01-18,15:16:39
29424,Clothing,492,1,1799,Credit Card,60,1.0,Mary Chambers,60,Female,1,2021-07-30,00:52:52
4369,Clothing,62,1,161,Credit Card,23,0.0,Mary Chandler,23,Male,1,2022-06-04,04:37:56
16531,Clothing,321,5,4212,PayPal,61,1.0,Mary Clay,61,Male,1,2021-09-05,19:23:45
7708,Clothing,40,2,4925,Credit Card,21,1.0,Mary Fleming,21,Female,1,2020-06-11,05:49:41
42829,Home,448,5,3619,Crypto,68,1.0,Mary Jensen,68,Male,1,2022-02-10,08:05:36
40918,Books,398,3,3452,Crypto,61,0.0,Mary Lee,61,Male,1,2022-09-26,23:08:27
9365,Electronics,411,1,3347,PayPal,35,1.0,Mary Long,35,Male,1,2023-03-24,08:20:03
38958,Clothing,136,3,3094,Credit Card,55,1.0,Mary Lopez,55,Male,1,2023-08-28,03:39:43
16141,Electronics,368,4,4244,Credit Card,66,1.0,Mary Mason,66,Male,1,2023-07-06,08:33:52
7333,Electronics,381,2,2233,PayPal,21,1.0,Mary Miller,21,Female,1,2021-04-24,08:18:31
15415,Electronics,144,3,1984,Credit Card,56,0.0,Mary Mills,56,Male,1,2023-01-10,03:18:16
18304,Electronics,318,1,2788,PayPal,69,0.0,Mary Moreno,69,Female,1,2023-03-29,00:29:00
40102,Electronics,234,1,2608,Credit Card,32,0.0,Mary Morgan,32,Female,1,2021-01-21,11:08:52
36272,Clothing,265,4,4969,Cash,54,0.0,Mary Munoz,54,Female,1,2023-08-10,13:07:04
33862,Home,241,1,1280,Cash,39,0.0,Mary Nelson,39,Female,1,2020-12-21,20:02:49
38344,Books,219,3,526,PayPal,70,1.0,Mary Nguyen,70,Male,1,2023-02-10,20:32:14
18432,Clothing,447,3,1873,PayPal,38,1.0,Mary Petersen,38,Female,1,2021-06-20,17:33:28
26117,Clothing,228,4,1093,Cash,28,1.0,Mary Randall,28,Female,1,2020-11-09,18:43:49
44236,Electronics,95,3,1955,Crypto,25,1.0,Mary Reynolds,25,Male,1,2021-04-22,05:03:29
46006,Books,253,1,1316,Cash,61,0.0,Mary Richards,61,Male,1,2020-07-08,01:32:27
426,Books,347,2,919,PayPal,63,0.0,Mary Ross,63,Female,1,2020-12-01,07:17:30
20601,Clothing,166,4,2743,PayPal,22,0.0,Mary Ruiz,22,Male,1,2023-06-15,09:49:34
36885,Books,420,1,4151,PayPal,61,0.0,Mary Smith,61,Male,1,2021-01-07,00:30:36
41043,Books,77,3,1622,Credit Card,22,1.0,Mary Snyder,22,Male,1,2021-12-23,23:04:28
5511,Books,277,3,440,Credit Card,64,1.0,Mary Sweeney,64,Male,1,2021-03-02,13:28:42
22962,Electronics,283,1,4493,Credit Card,59,1.0,Mary Torres,59,Male,1,2022-02-26,22:38:25
39056,Electronics,147,4,4004,PayPal,20,1.0,Mary Wade,20,Female,1,2022-08-14,20:32:50
8943,Home,456,4,2661,PayPal,50,0.0,Mary Washington,50,Male,1,2021-08-21,00:09:54
44311,Home,376,2,2746,Cash,48,1.0,Mary Wilson,48,Female,1,2020-09-24,11:21:03
5128,Books,271,1,4191,Credit Card,32,1.0,Mary Wolfe,32,Male,1,2021-12-15,16:06:43
27653,Clothing,294,5,4557,Cash,54,1.0,Mason Cross MD,54,Male,1,2023-04-22,08:43:41
8987,Home,351,2,1905,PayPal,62,0.0,Mason Green,62,Male,1,2023-02-10,10:26:23
27553,Books,15,5,250,PayPal,42,0.0,Mathew Crosby,42,Female,1,2021-02-15,07:18:43
24709,Electronics,184,3,4815,Credit Card,45,0.0,Mathew Sanchez,45,Female,1,2022-12-12,19:54:58
39826,Books,465,2,2153,Credit Card,46,1.0,Mathew Smith,46,Male,1,2021-12-26,02:22:40
23478,Clothing,107,4,683,Cash,42,1.0,Matthew Adams,42,Female,1,2020-08-22,07:40:34
27956,Clothing,445,4,2838,Credit Card,62,1.0,Matthew Benton,62,Male,1,2022-09-27,14:21:03
30108,Clothing,73,2,1101,Credit Card,41,0.0,Matthew Berry,41,Male,1,2021-06-11,17:37:36
18335,Books,40,3,1088,Credit Card,56,1.0,Matthew Boyd,56,Female,1,2021-07-17,19:45:53
28416,Books,288,4,5116,PayPal,32,0.0,Matthew Brennan,32,Female,1,2021-08-04,04:29:25
47101,Clothing,354,5,324,Cash,51,1.0,Matthew Campbell,51,Female,1,2020-12-28,17:10:43
12655,Clothing,497,1,1304,Cash,33,0.0,Matthew Carlson,33,Female,1,2021-01-21,10:15:36
19944,Clothing,105,1,2550,Credit Card,56,0.0,Matthew Church,56,Female,1,2021-02-05,17:41:22
19349,Electronics,376,3,604,PayPal,25,1.0,Matthew Crawford,25,Female,1,2020-03-02,05:01:45
47955,Home,479,3,4117,Crypto,41,1.0,Matthew Day,41,Female,1,2022-01-15,03:15:56
30085,Books,271,5,4183,Credit Card,50,0.0,Matthew Evans,50,Male,1,2020-04-11,17:20:30
6741,Clothing,88,3,3105,Credit Card,61,1.0,Matthew Flores,61,Female,1,2020-06-16,11:27:45
28523,Electronics,87,2,691,PayPal,50,1.0,Matthew Francis,50,Female,1,2022-02-20,12:12:44
24608,Clothing,367,2,4879,PayPal,58,0.0,Matthew Garza MD,58,Male,1,2020-12-22,03:38:31
17337,Electronics,354,1,1129,Credit Card,33,1.0,Matthew Green,33,Male,1,2022-02-04,08:07:47
33969,Home,379,1,1440,PayPal,51,0.0,Matthew Gutierrez,51,Male,1,2020-01-05,11:37:24
46459,Books,80,4,3364,Crypto,33,0.0,Matthew Harris,33,Female,1,2022-12-31,02:26:08
18634,Home,126,5,2166,Crypto,32,0.0,Matthew Hayes,32,Female,1,2020-03-28,23:33:55
35647,Books,141,1,1885,Credit Card,39,1.0,Matthew Hill,39,Female,1,2021-07-25,03:57:27
10919,Home,418,4,2532,PayPal,41,1.0,Matthew Huynh,41,Female,1,2022-10-16,03:45:18
856,Home,39,3,4044,Credit Card,33,1.0,Matthew James,33,Female,1,2022-05-14,10:37:47
4690,Books,419,3,2642,PayPal,52,1.0,Matthew Jefferson,52,Male,1,2021-05-18,23:50:41
48616,Home,20,3,2154,PayPal,61,0.0,Matthew Johnson,61,Female,1,2022-07-09,05:50:49
1149,Home,27,4,3750,PayPal,38,0.0,Matthew Juarez,38,Male,1,2023-06-19,17:42:51
38123,Clothing,54,4,4445,PayPal,70,1.0,Matthew Kelly,70,Female,1,2022-08-12,09:20:08
3895,Electronics,189,2,2992,Credit Card,58,1.0,Matthew Lester,58,Female,1,2020-03-19,22:12:23
25640,Books,33,2,5183,PayPal,57,1.0,Matthew Martin,57,Female,1,2021-05-28,14:30:50
6852,Clothing,382,3,3771,Credit Card,61,1.0,Matthew Mccullough,61,Female,1,2021-03-31,11:48:03
25028,Clothing,449,4,3722,Cash,48,1.0,Matthew Mcdaniel MD,48,Female,1,2022-06-23,23:59:08
38566,Electronics,142,5,1827,PayPal,34,0.0,Matthew Medina,34,Female,1,2021-09-07,05:37:16
36546,Home,450,2,2663,Credit Card,23,1.0,Matthew Miles,23,Male,1,2020-11-23,13:16:17
16241,Books,135,4,2002,Credit Card,20,0.0,Matthew Osborne,20,Male,1,2020-09-13,21:23:42
37272,Clothing,328,1,2395,Credit Card,46,0.0,Matthew Patterson,46,Male,1,2020-04-29,08:48:33
13728,Clothing,81,5,3725,PayPal,32,0.0,Matthew Preston,32,Female,1,2021-07-02,07:37:30
27407,Clothing,132,4,3548,PayPal,66,1.0,Matthew Roberts,66,Male,1,2021-04-28,05:56:54
23765,Books,240,4,528,Cash,27,1.0,Matthew Russell,27,Male,1,2021-04-02,13:31:14
40381,Clothing,431,2,4490,Cash,54,1.0,Matthew Ryan,54,Female,1,2023-05-26,11:37:07
28347,Clothing,311,4,855,PayPal,45,1.0,Matthew Sanchez,45,Male,1,2021-10-13,16:09:09
5696,Electronics,62,5,2156,Crypto,59,1.0,Matthew Saunders,59,Female,1,2022-10-18,01:25:50
2547,Clothing,270,4,4041,Cash,19,0.0,Matthew Serrano,19,Male,1,2023-07-29,22:58:34
25404,Clothing,292,3,763,Credit Card,46,1.0,Matthew Shaw,46,Male,1,2020-11-21,21:33:37
17908,Home,79,1,3181,Credit Card,44,1.0,Matthew Strong,44,Male,1,2021-12-29,18:24:35
17375,Clothing,124,4,2829,PayPal,65,1.0,Matthew Taylor,65,Male,1,2020-11-23,14:11:06
42361,Clothing,166,4,4890,Cash,36,1.0,Matthew Vazquez,36,Male,1,2020-10-09,11:55:55
27384,Books,416,5,3186,Cash,63,1.0,Matthew Walsh,63,Male,1,2022-03-08,00:25:44
32252,Home,58,5,5066,Crypto,64,1.0,Matthew Ward,64,Female,1,2020-11-04,06:16:43
49506,Clothing,147,1,683,PayPal,35,0.0,Matthew Whitehead,35,Male,1,2021-05-20,21:03:11
35453,Clothing,451,4,3958,PayPal,19,1.0,Matthew Williamson,19,Male,1,2022-06-13,14:31:08
30596,Clothing,246,2,1013,PayPal,68,1.0,Matthew Wilson,68,Female,1,2022-08-25,21:47:42
4045,Electronics,226,2,3899,Credit Card,32,0.0,Matthew Wood,32,Female,1,2023-05-13,16:35:35
2127,Books,295,2,3436,Credit Card,21,0.0,Matthew Wright,21,Female,1,2020-07-14,19:44:12
47488,Home,457,5,4204,PayPal,57,0.0,Maureen Sloan,57,Female,1,2021-08-06,00:50:06
45533,Electronics,208,1,2451,Credit Card,58,0.0,Maureen White,58,Male,1,2020-12-18,07:35:55
8717,Electronics,66,5,4617,PayPal,35,0.0,Maurice Brown,35,Female,1,2022-04-18,22:55:44
2100,Clothing,456,1,2902,PayPal,50,0.0,Maurice Guzman,50,Male,1,2020-02-25,11:32:45
13077,Home,491,2,4375,Credit Card,41,1.0,Maurice Lawrence,41,Female,1,2020-11-28,15:04:53
18425,Electronics,430,3,4794,PayPal,67,0.0,Maurice Molina,67,Female,1,2022-04-29,10:52:00
13378,Clothing,277,1,4845,PayPal,41,0.0,Max Quinn,41,Female,1,2023-02-03,18:48:00
20646,Clothing,396,5,427,Cash,55,1.0,Maxwell Diaz,55,Female,1,2023-01-24,06:10:43
43609,Home,286,5,313,Credit Card,40,1.0,Maxwell Martinez,40,Female,1,2023-04-14,03:21:41
30126,Electronics,307,1,3825,Credit Card,52,1.0,Maxwell Taylor,52,Female,1,2021-11-29,23:20:40
27361,Books,284,4,1053,PayPal,19,0.0,Mckenzie Hoffman,19,Male,1,2020-10-22,12:59:12
31323,Electronics,228,1,3322,Credit Card,26,1.0,Meagan Anderson,26,Male,1,2021-09-22,00:11:18
15723,Electronics,128,2,555,PayPal,18,1.0,Meagan Strickland,18,Male,1,2022-09-21,09:00:30
14534,Books,339,1,2276,PayPal,61,1.0,Meagan Thomas,61,Male,1,2021-06-18,08:21:44
38106,Electronics,448,3,3121,Cash,47,1.0,Meagan Yu,47,Male,1,2022-12-28,00:38:33
3046,Books,312,5,331,Credit Card,39,0.0,Megan Alvarez,39,Female,1,2022-09-20,13:14:41
17761,Books,13,5,1417,PayPal,25,0.0,Megan Barker,25,Male,1,2020-10-27,12:30:53
22352,Clothing,433,3,1836,PayPal,64,0.0,Megan Barron,64,Male,1,2023-02-19,18:51:40
23822,Clothing,10,4,4977,Cash,69,0.0,Megan Bowers,69,Male,1,2022-05-23,11:53:51
37848,Home,175,1,2889,Credit Card,37,0.0,Megan Boyle,37,Female,1,2021-04-05,16:16:21
